Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
3941,US-2024-103940,2016-08-26,2016-08-31,Standard Class,AB-10050,Home Office,United States,New York,69609,Central,FUR-TA-100746,Office Supplies,Labels,Labels Product 15,127.12,12,0.0,39.32
3942,US-2024-103941,2016-08-26,2016-08-31,Standard Class,AB-10053,Consumer,United States,California,17599,West,FUR-TA-100788,Furniture,Furnishings,Furnishings Product 6,21.01,1,0.0,5.41
3943,US-2024-103942,2016-08-26,2016-08-27,Second Class,AB-10053,Corporate,United States,Washington,27101,West,FUR-TA-100572,Technology,Machines,Machines Product 14,228.31,8,0.1,-35.5
3944,US-2024-103943,2016-08-26,2016-08-29,Standard Class,AB-10015,Consumer,United States,Pennsylvania,21542,West,FUR-TA-100288,Furniture,Bookcases,Bookcases Product 32,2275.14,4,0.4,265.79
3945,US-2024-103944,2016-08-26,2016-09-02,Same Day,AB-10072,Consumer,United States,Texas,55617,South,FUR-TA-100478,Office Supplies,Storage,Storage Product 45,127.25,5,0.2,-25.36
3946,US-2024-103945,2016-08-27,2016-09-03,Second Class,AB-10026,Consumer,United States,California,10178,West,FUR-TA-100982,Office Supplies,Binders,Binders Product 35,107.7,1,0.2,8.31
3947,US-2024-103946,2016-08-27,2016-08-30,Second Class,AB-10050,Home Office,United States,New York,96596,West,FUR-TA-100944,Furniture,Chairs,Chairs Product 6,1636.44,3,0.5,-14.39
3948,US-2024-103947,2016-08-27,2016-08-30,Second Class,AB-10092,Consumer,United States,Pennsylvania,99984,Central,FUR-TA-100246,Technology,Machines,Machines Product 6,1375.3,2,0.0,-28.36
3949,US-2024-103948,2016-08-27,2016-09-01,Second Class,AB-10032,Home Office,United States,Texas,95262,Central,FUR-TA-100142,Technology,Copiers,Copiers Product 38,6034.84,12,0.1,863.4
3950,US-2024-103949,2016-08-27,2016-08-30,First Class,AB-10047,Consumer,United States,California,35266,Central,FUR-TA-100853,Office Supplies,Envelopes,Envelopes Product 37,78.38,2,0.1,17.11
3951,US-2024-103950,2016-08-27,2016-08-29,Second Class,AB-10050,Home Office,United States,New York,40539,East,FUR-TA-100793,Furniture,Tables,Tables Product 48,83.56,13,0.5,-10.32
3952,US-2024-103951,2016-08-27,2016-08-30,First Class,AB-10040,Home Office,United States,California,17440,South,FUR-TA-100380,Furniture,Bookcases,Bookcases Product 6,740.1,1,0.3,330.26
3953,US-2024-103952,2016-08-27,2016-08-30,Second Class,AB-10025,Consumer,United States,New York,53976,West,FUR-TA-100251,Office Supplies,Appliances,Appliances Product 17,141.51,6,0.7,26.66
3954,US-2024-103953,2016-08-27,2016-08-29,Second Class,AB-10012,Home Office,United States,Pennsylvania,79726,Central,FUR-TA-100326,Office Supplies,Supplies,Supplies Product 1,62.0,8,0.7,6.83
3955,US-2024-103954,2016-08-27,2016-09-01,Standard Class,AB-10089,Home Office,United States,Washington,98784,South,FUR-TA-100839,Office Supplies,Envelopes,Envelopes Product 15,11.0,3,0.1,1.18
3956,US-2024-103955,2016-08-28,2016-09-02,Second Class,AB-10025,Home Office,United States,Texas,60259,East,FUR-TA-100144,Technology,Phones,Phones Product 39,745.17,1,0.4,-103.25
3957,US-2024-103956,2016-08-28,2016-09-02,Same Day,AB-10077,Consumer,United States,Washington,64680,East,FUR-TA-100843,Office Supplies,Envelopes,Envelopes Product 35,699.79,14,0.0,14.49
3958,US-2024-103957,2016-08-28,2016-08-30,Same Day,AB-10078,Corporate,United States,Pennsylvania,20849,South,FUR-TA-100726,Technology,Accessories,Accessories Product 19,1081.2,10,0.3,-42.93
3959,US-2024-103958,2016-08-28,2016-09-02,Same Day,AB-10063,Corporate,United States,Washington,82382,South,FUR-TA-100935,Office Supplies,Storage,Storage Product 35,641.55,2,0.0,9.79
3960,US-2024-103959,2016-08-28,2016-09-02,Standard Class,AB-10096,Consumer,United States,Texas,57194,West,FUR-TA-100673,Office Supplies,Fasteners,Fasteners Product 26,154.3,3,0.2,32.71
3961,US-2024-103960,2016-08-28,2016-08-30,Second Class,AB-10051,Home Office,United States,Pennsylvania,30612,Central,FUR-TA-100236,Technology,Accessories,Accessories Product 37,157.54,6,0.3,-0.07
3962,US-2024-103961,2016-08-29,2016-08-31,Same Day,AB-10073,Consumer,United States,Texas,53715,West,FUR-TA-100817,Office Supplies,Envelopes,Envelopes Product 1,518.86,14,0.2,92.05
3963,US-2024-103962,2016-08-29,2016-09-01,Same Day,AB-10028,Corporate,United States,Washington,50815,East,FUR-TA-100700,Technology,Machines,Machines Product 26,2097.56,3,0.4,440.62
3964,US-2024-103963,2016-08-29,2016-08-31,Same Day,AB-10098,Corporate,United States,California,57920,East,FUR-TA-100974,Office Supplies,Fasteners,Fasteners Product 40,132.01,9,0.1,20.24
3965,US-2024-103964,2016-08-29,2016-09-05,First Class,AB-10092,Home Office,United States,California,56617,South,FUR-TA-100338,Furniture,Tables,Tables Product 34,782.49,12,0.2,327.26
3966,US-2024-103965,2016-08-29,2016-09-03,First Class,AB-10071,Consumer,United States,Texas,66055,Central,FUR-TA-100557,Technology,Phones,Phones Product 38,1014.91,1,0.1,166.12
3967,US-2024-103966,2016-08-30,2016-09-02,First Class,AB-10012,Corporate,United States,California,27150,East,FUR-TA-100698,Office Supplies,Supplies,Supplies Product 41,55.7,7,0.7,18.8
3968,US-2024-103967,2016-08-30,2016-09-04,Same Day,AB-10017,Consumer,United States,Texas,74346,Central,FUR-TA-100430,Technology,Machines,Machines Product 13,6918.69,10,0.0,2771.36
3969,US-2024-103968,2016-08-30,2016-09-02,Same Day,AB-10040,Corporate,United States,Washington,65968,Central,FUR-TA-100821,Technology,Accessories,Accessories Product 7,18.79,8,0.0,1.88
3970,US-2024-103969,2016-08-30,2016-09-01,Second Class,AB-10028,Corporate,United States,New York,42188,West,FUR-TA-100760,Furniture,Tables,Tables Product 1,2270.51,9,0.1,1294.47
3971,US-2024-103970,2016-08-30,2016-09-02,Same Day,AB-10090,Corporate,United States,Pennsylvania,99829,Central,FUR-TA-100705,Office Supplies,Supplies,Supplies Product 33,376.1,8,0.3,118.43
3972,US-2024-103971,2016-08-30,2016-09-04,Same Day,AB-10074,Consumer,United States,Washington,55575,East,FUR-TA-100957,Office Supplies,Envelopes,Envelopes Product 34,35.97,5,0.5,-1.22
3973,US-2024-103972,2016-08-30,2016-09-01,Same Day,AB-10062,Consumer,United States,New York,68252,West,FUR-TA-100570,Office Supplies,Supplies,Supplies Product 15,40.85,1,0.1,12.6
3974,US-2024-103973,2016-08-30,2016-09-02,Same Day,AB-10022,Home Office,United States,Washington,57811,East,FUR-TA-100519,Office Supplies,Storage,Storage Product 2,25.59,1,0.0,0.57
3975,US-2024-103974,2016-08-31,2016-09-03,Standard Class,AB-10068,Consumer,United States,New York,41144,South,FUR-TA-100371,Office Supplies,Fasteners,Fasteners Product 7,36.21,14,0.7,7.19
3976,US-2024-103975,2016-08-31,2016-09-03,Second Class,AB-10066,Consumer,United States,Texas,38779,West,FUR-TA-100769,Office Supplies,Fasteners,Fasteners Product 46,205.61,8,0.0,59.19
3977,US-2024-103976,2016-08-31,2016-09-05,Same Day,AB-10052,Corporate,United States,Pennsylvania,49755,Central,FUR-TA-100300,Office Supplies,Art,Art Product 26,599.74,7,0.3,149.99
3978,US-2024-103977,2016-08-31,2016-09-07,Standard Class,AB-10021,Home Office,United States,Texas,33180,South,FUR-TA-100174,Furniture,Chairs,Chairs Product 39,553.52,5,0.5,13.84
3979,US-2024-103978,2016-08-31,2016-09-05,First Class,AB-10097,Home Office,United States,Pennsylvania,44326,East,FUR-TA-100891,Technology,Copiers,Copiers Product 25,11121.7,10,0.2,-66.13
3980,US-2024-103979,2016-09-01,2016-09-06,Standard Class,AB-10033,Consumer,United States,New York,46905,Central,FUR-TA-100605,Office Supplies,Envelopes,Envelopes Product 10,201.83,3,0.4,-7.81
3981,US-2024-103980,2016-09-01,2016-09-08,First Class,AB-10051,Consumer,United States,California,53436,East,FUR-TA-100188,Technology,Accessories,Accessories Product 10,483.0,9,0.7,172.34
3982,US-2024-103981,2016-09-01,2016-09-03,Standard Class,AB-10018,Consumer,United States,California,12110,West,FUR-TA-100492,Office Supplies,Art,Art Product 10,5.0,4,0.0,1.28
3983,US-2024-103982,2016-09-01,2016-09-03,Standard Class,AB-10057,Consumer,United States,California,26496,South,FUR-TA-100741,Furniture,Bookcases,Bookcases Product 38,7676.82,14,0.5,2352.87
3984,US-2024-103983,2016-09-01,2016-09-06,Standard Class,AB-10077,Consumer,United States,California,89049,South,FUR-TA-100344,Office Supplies,Storage,Storage Product 28,1450.19,6,0.0,-206.87
3985,US-2024-103984,2016-09-01,2016-09-04,First Class,AB-10057,Home Office,United States,Washington,23160,East,FUR-TA-100324,Furniture,Bookcases,Bookcases Product 30,1391.44,11,0.0,326.89
3986,US-2024-103985,2016-09-01,2016-09-06,First Class,AB-10034,Home Office,United States,Washington,22461,East,FUR-TA-100200,Technology,Accessories,Accessories Product 48,86.55,4,0.1,1.88
3987,US-2024-103986,2016-09-01,2016-09-04,First Class,AB-10033,Home Office,United States,California,82054,East,FUR-TA-100459,Furniture,Bookcases,Bookcases Product 35,5783.04,9,0.3,-272.19
3988,US-2024-103987,2016-09-01,2016-09-03,Same Day,AB-10032,Corporate,United States,Texas,44369,West,FUR-TA-100426,Office Supplies,Paper,Paper Product 27,93.36,4,0.5,-7.43
3989,US-2024-103988,2016-09-02,2016-09-07,First Class,AB-10071,Corporate,United States,New York,57599,West,FUR-TA-100939,Office Supplies,Binders,Binders Product 8,227.21,14,0.0,29.86
3990,US-2024-103989,2016-09-02,2016-09-09,Standard Class,AB-10088,Consumer,United States,California,49800,West,FUR-TA-100939,Office Supplies,Supplies,Supplies Product 9,700.76,8,0.0,58.51
3991,US-2024-103990,2016-09-02,2016-09-05,First Class,AB-10098,Corporate,United States,Texas,39390,West,FUR-TA-100664,Furniture,Tables,Tables Product 10,5042.69,11,0.0,1000.4
3992,US-2024-103991,2016-09-02,2016-09-03,Second Class,AB-10070,Home Office,United States,Texas,67122,Central,FUR-TA-100185,Office Supplies,Labels,Labels Product 21,33.29,12,0.7,4.57
3993,US-2024-103992,2016-09-02,2016-09-07,Same Day,AB-10019,Consumer,United States,Texas,62919,West,FUR-TA-100270,Office Supplies,Appliances,Appliances Product 25,1318.15,12,0.1,291.31
3994,US-2024-103993,2016-09-02,2016-09-05,Standard Class,AB-10019,Corporate,United States,Washington,94992,West,FUR-TA-100677,Office Supplies,Envelopes,Envelopes Product 48,40.46,3,0.4,3.93
3995,US-2024-103994,2016-09-02,2016-09-05,Second Class,AB-10079,Home Office,United States,Pennsylvania,49278,Central,FUR-TA-100735,Technology,Accessories,Accessories Product 31,684.37,8,0.0,0.27
3996,US-2024-103995,2016-09-02,2016-09-05,First Class,AB-10078,Consumer,United States,Washington,60135,South,FUR-TA-100167,Office Supplies,Storage,Storage Product 2,961.62,11,0.0,256.59
3997,US-2024-103996,2016-09-03,2016-09-08,Standard Class,AB-10069,Consumer,United States,California,79020,West,FUR-TA-100205,Office Supplies,Binders,Binders Product 19,5.0,3,0.0,1.02
3998,US-2024-103997,2016-09-03,2016-09-10,First Class,AB-10093,Home Office,United States,California,37690,Central,FUR-TA-100104,Office Supplies,Supplies,Supplies Product 30,91.98,14,0.7,10.98
3999,US-2024-103998,2016-09-03,2016-09-08,Standard Class,AB-10074,Home Office,United States,California,97606,South,FUR-TA-100344,Furniture,Tables,Tables Product 17,2790.02,11,0.1,342.86
4000,US-2024-103999,2016-09-03,2016-09-06,Same Day,AB-10095,Corporate,United States,New York,51761,East,FUR-TA-100672,Technology,Accessories,Accessories Product 29,81.67,5,0.0,4.66
4001,US-2024-104000,2016-09-03,2016-09-06,Standard Class,AB-10066,Home Office,United States,New York,23203,South,FUR-TA-100927,Office Supplies,Fasteners,Fasteners Product 4,22.13,1,0.2,4.76
4002,US-2024-104001,2016-09-03,2016-09-05,First Class,AB-10096,Home Office,United States,Pennsylvania,38992,East,FUR-TA-100719,Furniture,Chairs,Chairs Product 9,3940.82,6,0.0,846.68
4003,US-2024-104002,2016-09-03,2016-09-10,First Class,AB-10023,Home Office,United States,Washington,12511,Central,FUR-TA-100414,Office Supplies,Labels,Labels Product 19,468.19,11,0.0,-13.8
4004,US-2024-104003,2016-09-04,2016-09-09,Standard Class,AB-10045,Consumer,United States,Texas,60679,Central,FUR-TA-100287,Office Supplies,Binders,Binders Product 2,66.48,2,0.1,24.16
4005,US-2024-104004,2016-09-04,2016-09-05,Second Class,AB-10071,Home Office,United States,Washington,24924,Central,FUR-TA-100946,Office Supplies,Storage,Storage Product 18,1182.84,12,0.3,109.17
4006,US-2024-104005,2016-09-04,2016-09-09,Same Day,AB-10085,Home Office,United States,California,84583,Central,FUR-TA-100426,Office Supplies,Paper,Paper Product 2,5.0,3,0.7,0.3
4007,US-2024-104006,2016-09-04,2016-09-09,Standard Class,AB-10024,Consumer,United States,Pennsylvania,80424,South,FUR-TA-100303,Furniture,Tables,Tables Product 27,1223.14,11,0.0,368.09
4008,US-2024-104007,2016-09-04,2016-09-11,Same Day,AB-10058,Consumer,United States,New York,29554,Central,FUR-TA-100138,Office Supplies,Storage,Storage Product 35,5.19,1,0.1,1.15
4009,US-2024-104008,2016-09-04,2016-09-11,First Class,AB-10089,Consumer,United States,Pennsylvania,96012,West,FUR-TA-100852,Technology,Accessories,Accessories Product 15,3553.51,11,0.2,718.66
4010,US-2024-104009,2016-09-04,2016-09-06,Same Day,AB-10024,Consumer,United States,Texas,98990,Central,FUR-TA-100508,Furniture,Furnishings,Furnishings Product 47,204.97,6,0.5,44.12
4011,US-2024-104010,2016-09-04,2016-09-09,Same Day,AB-10081,Consumer,United States,Pennsylvania,82624,Central,FUR-TA-100874,Technology,Copiers,Copiers Product 14,346.79,5,0.7,103.51
4012,US-2024-104011,2016-09-04,2016-09-09,First Class,AB-10053,Home Office,United States,Pennsylvania,96462,East,FUR-TA-100331,Furniture,Tables,Tables Product 1,6147.23,10,0.0,-258.44
4013,US-2024-104012,2016-09-05,2016-09-07,Same Day,AB-10087,Home Office,United States,Pennsylvania,62070,West,FUR-TA-100684,Technology,Machines,Machines Product 5,1074.62,2,0.0,31.14
4014,US-2024-104013,2016-09-05,2016-09-10,Second Class,AB-10011,Corporate,United States,California,11208,East,FUR-TA-100469,Office Supplies,Binders,Binders Product 35,225.57,11,0.4,79.84
4015,US-2024-104014,2016-09-05,2016-09-10,Second Class,AB-10085,Home Office,United States,Texas,35805,West,FUR-TA-100615,Office Supplies,Appliances,Appliances Product 25,880.95,8,0.7,11.97
4016,US-2024-104015,2016-09-05,2016-09-06,Standard Class,AB-10072,Consumer,United States,New York,98795,South,FUR-TA-100241,Furniture,Furnishings,Furnishings Product 46,886.83,9,0.0,-37.79
4017,US-2024-104016,2016-09-05,2016-09-10,Standard Class,AB-10033,Home Office,United States,Washington,74789,South,FUR-TA-100590,Furniture,Tables,Tables Product 32,8213.17,14,0.0,1480.72
4018,US-2024-104017,2016-09-06,2016-09-11,Second Class,AB-10011,Home Office,United States,New York,32016,South,FUR-TA-100207,Furniture,Furnishings,Furnishings Product 12,114.66,14,0.0,6.45
4019,US-2024-104018,2016-09-06,2016-09-08,Standard Class,AB-10091,Corporate,United States,Pennsylvania,87194,Central,FUR-TA-100385,Furniture,Furnishings,Furnishings Product 38,16.22,3,0.3,3.45
4020,US-2024-104019,2016-09-06,2016-09-09,Same Day,AB-10013,Consumer,United States,Pennsylvania,55689,West,FUR-TA-100234,Office Supplies,Labels,Labels Product 29,327.58,12,0.0,31.52
4021,US-2024-104020,2016-09-06,2016-09-11,First Class,AB-10098,Home Office,United States,Washington,10239,South,FUR-TA-100670,Office Supplies,Envelopes,Envelopes Product 20,15.32,6,0.5,0.84
4022,US-2024-104021,2016-09-06,2016-09-08,Standard Class,AB-10049,Corporate,United States,Texas,12382,West,FUR-TA-100300,Office Supplies,Art,Art Product 41,101.43,6,0.2,-2.59
4023,US-2024-104022,2016-09-06,2016-09-13,Standard Class,AB-10016,Home Office,United States,Pennsylvania,86148,South,FUR-TA-100224,Office Supplies,Appliances,Appliances Product 48,1771.39,14,0.0,346.51
4024,US-2024-104023,2016-09-06,2016-09-07,Second Class,AB-10085,Home Office,United States,California,25848,East,FUR-TA-100298,Office Supplies,Fasteners,Fasteners Product 3,49.12,10,0.5,4.23
4025,US-2024-104024,2016-09-06,2016-09-08,First Class,AB-10070,Home Office,United States,California,88480,South,FUR-TA-100530,Office Supplies,Supplies,Supplies Product 45,18.69,6,0.5,2.72
4026,US-2024-104025,2016-09-06,2016-09-08,Standard Class,AB-10053,Corporate,United States,New York,10082,East,FUR-TA-100197,Office Supplies,Fasteners,Fasteners Product 43,217.61,8,0.0,-0.01
4027,US-2024-104026,2016-09-07,2016-09-12,Standard Class,AB-10092,Home Office,United States,California,71410,Central,FUR-TA-100301,Office Supplies,Storage,Storage Product 25,2491.89,12,0.2,462.99
4028,US-2024-104027,2016-09-07,2016-09-12,First Class,AB-10077,Home Office,United States,New York,31826,East,FUR-TA-100357,Office Supplies,Art,Art Product 42,30.86,5,0.0,3.64
4029,US-2024-104028,2016-09-07,2016-09-12,First Class,AB-10011,Corporate,United States,Pennsylvania,77113,West,FUR-TA-100750,Technology,Machines,Machines Product 11,9239.32,10,0.4,996.13
4030,US-2024-104029,2016-09-07,2016-09-10,First Class,AB-10097,Consumer,United States,California,42949,East,FUR-TA-100748,Furniture,Bookcases,Bookcases Product 30,6217.83,10,0.0,1208.0
4031,US-2024-104030,2016-09-07,2016-09-14,Standard Class,AB-10054,Consumer,United States,California,76674,South,FUR-TA-100233,Furniture,Tables,Tables Product 32,1618.1,13,0.7,-308.91
4032,US-2024-104031,2016-09-07,2016-09-09,Second Class,AB-10020,Home Office,United States,Washington,13154,West,FUR-TA-100761,Office Supplies,Labels,Labels Product 29,181.32,8,0.0,-6.87
4033,US-2024-104032,2016-09-07,2016-09-10,Same Day,AB-10097,Corporate,United States,New York,61452,South,FUR-TA-100881,Furniture,Furnishings,Furnishings Product 8,1012.14,12,0.0,93.17
4034,US-2024-104033,2016-09-07,2016-09-08,Standard Class,AB-10048,Home Office,United States,Washington,50821,East,FUR-TA-100115,Technology,Accessories,Accessories Product 10,187.47,3,0.3,26.29
4035,US-2024-104034,2016-09-07,2016-09-08,Standard Class,AB-10082,Home Office,United States,Texas,66429,Central,FUR-TA-100310,Technology,Copiers,Copiers Product 16,15624.83,7,0.0,2697.93
4036,US-2024-104035,2016-09-08,2016-09-11,First Class,AB-10016,Corporate,United States,Washington,73702,South,FUR-TA-100617,Furniture,Bookcases,Bookcases Product 44,257.06,1,0.0,5.46
4037,US-2024-104036,2016-09-08,2016-09-10,First Class,AB-10038,Consumer,United States,California,69710,Central,FUR-TA-100688,Furniture,Tables,Tables Product 28,1583.96,4,0.0,263.72
4038,US-2024-104037,2016-09-08,2016-09-11,Same Day,AB-10073,Corporate,United States,California,83158,West,FUR-TA-100589,Office Supplies,Labels,Labels Product 11,5.0,5,0.2,0.3
4039,US-2024-104038,2016-09-08,2016-09-15,Standard Class,AB-10033,Corporate,United States,Texas,45975,East,FUR-TA-100579,Office Supplies,Fasteners,Fasteners Product 42,22.24,7,0.2,0.12
4040,US-2024-104039,2016-09-08,2016-09-10,First Class,AB-10076,Home Office,United States,New York,15188,East,FUR-TA-100486,Office Supplies,Appliances,Appliances Product 12,2949.78,14,0.4,608.53
4041,US-2024-104040,2016-09-09,2016-09-14,Standard Class,AB-10010,Corporate,United States,New York,32501,East,FUR-TA-100576,Office Supplies,Appliances,Appliances Product 43,58.33,6,0.5,13.61
4042,US-2024-104041,2016-09-09,2016-09-14,First Class,AB-10055,Corporate,United States,New York,13317,South,FUR-TA-100279,Office Supplies,Labels,Labels Product 41,380.89,13,0.5,83.92
4043,US-2024-104042,2016-09-09,2016-09-12,Same Day,AB-10052,Home Office,United States,Texas,46024,South,FUR-TA-100536,Office Supplies,Binders,Binders Product 38,363.74,6,0.0,53.64
4044,US-2024-104043,2016-09-09,2016-09-14,Second Class,AB-10019,Corporate,United States,Pennsylvania,32108,South,FUR-TA-100992,Furniture,Bookcases,Bookcases Product 17,9199.29,13,0.3,1582.81
4045,US-2024-104044,2016-09-09,2016-09-14,Same Day,AB-10088,Corporate,United States,Pennsylvania,89294,West,FUR-TA-100324,Office Supplies,Supplies,Supplies Product 40,188.57,2,0.2,32.38
4046,US-2024-104045,2016-09-09,2016-09-11,Standard Class,AB-10084,Corporate,United States,Texas,76280,Central,FUR-TA-100726,Furniture,Bookcases,Bookcases Product 27,7938.15,11,0.1,2050.21
4047,US-2024-104046,2016-09-09,2016-09-16,Standard Class,AB-10042,Consumer,United States,Washington,20012,Central,FUR-TA-100773,Technology,Copiers,Copiers Product 6,1248.48,2,0.3,429.12
4048,US-2024-104047,2016-09-09,2016-09-14,First Class,AB-10070,Corporate,United States,Texas,34244,East,FUR-TA-100216,Office Supplies,Fasteners,Fasteners Product 48,62.81,2,0.1,17.6
4049,US-2024-104048,2016-09-09,2016-09-16,Standard Class,AB-10047,Corporate,United States,Pennsylvania,89766,South,FUR-TA-100370,Office Supplies,Fasteners,Fasteners Product 36,61.72,10,0.5,-5.63
4050,US-2024-104049,2016-09-09,2016-09-16,Standard Class,AB-10029,Corporate,United States,Pennsylvania,76699,West,FUR-TA-100480,Technology,Copiers,Copiers Product 29,211.43,13,0.7,9.96
4051,US-2024-104050,2016-09-09,2016-09-11,Standard Class,AB-10081,Home Office,United States,Washington,43082,East,FUR-TA-100288,Technology,Copiers,Copiers Product 8,15173.43,12,0.0,5721.74
4052,US-2024-104051,2016-09-09,2016-09-12,First Class,AB-10062,Home Office,United States,California,93949,West,FUR-TA-100191,Office Supplies,Labels,Labels Product 39,260.72,8,0.0,-30.93
4053,US-2024-104052,2016-09-10,2016-09-12,Same Day,AB-10064,Home Office,United States,California,94430,West,FUR-TA-100720,Furniture,Bookcases,Bookcases Product 8,269.85,7,0.1,14.92
4054,US-2024-104053,2016-09-10,2016-09-17,First Class,AB-10026,Home Office,United States,California,18406,East,FUR-TA-100240,Office Supplies,Paper,Paper Product 18,47.38,1,0.3,19.14
4055,US-2024-104054,2016-09-10,2016-09-17,Standard Class,AB-10055,Consumer,United States,New York,99618,South,FUR-TA-100291,Office Supplies,Storage,Storage Product 16,42.2,9,0.5,-2.33
4056,US-2024-104055,2016-09-10,2016-09-15,Second Class,AB-10011,Home Office,United States,Pennsylvania,81861,West,FUR-TA-100346,Furniture,Furnishings,Furnishings Product 23,512.78,11,0.0,1.23
4057,US-2024-104056,2016-09-10,2016-09-12,Second Class,AB-10020,Home Office,United States,Texas,37932,East,FUR-TA-100786,Technology,Machines,Machines Product 40,5889.68,11,0.0,618.25
4058,US-2024-104057,2016-09-10,2016-09-12,Same Day,AB-10087,Corporate,United States,Washington,27143,West,FUR-TA-100239,Furniture,Bookcases,Bookcases Product 14,107.85,8,0.1,-8.79
4059,US-2024-104058,2016-09-11,2016-09-18,Same Day,AB-10091,Corporate,United States,Pennsylvania,29175,Central,FUR-TA-100325,Furniture,Bookcases,Bookcases Product 19,353.96,13,0.0,87.55
4060,US-2024-104059,2016-09-11,2016-09-18,Same Day,AB-10019,Home Office,United States,California,97415,West,FUR-TA-100516,Furniture,Furnishings,Furnishings Product 7,129.39,9,0.7,25.84
4061,US-2024-104060,2016-09-11,2016-09-13,Same Day,AB-10032,Home Office,United States,Washington,21818,East,FUR-TA-100197,Office Supplies,Envelopes,Envelopes Product 39,44.75,4,0.0,13.07
4062,US-2024-104061,2016-09-11,2016-09-12,Same Day,AB-10097,Corporate,United States,Texas,50306,East,FUR-TA-100542,Office Supplies,Labels,Labels Product 35,190.39,5,0.1,-22.72
4063,US-2024-104062,2016-09-11,2016-09-14,Standard Class,AB-10053,Home Office,United States,Pennsylvania,69140,East,FUR-TA-100824,Office Supplies,Binders,Binders Product 13,317.31,11,0.1,63.0
4064,US-2024-104063,2016-09-11,2016-09-12,Second Class,AB-10084,Consumer,United States,Texas,42373,South,FUR-TA-100783,Office Supplies,Art,Art Product 37,19.52,5,0.0,2.27
4065,US-2024-104064,2016-09-11,2016-09-18,Standard Class,AB-10065,Corporate,United States,Pennsylvania,52466,South,FUR-TA-100657,Office Supplies,Art,Art Product 48,52.92,11,0.2,-6.16
4066,US-2024-104065,2016-09-11,2016-09-16,Same Day,AB-10037,Home Office,United States,Pennsylvania,85766,West,FUR-TA-100670,Office Supplies,Fasteners,Fasteners Product 26,161.17,9,0.2,67.1
4067,US-2024-104066,2016-09-11,2016-09-16,First Class,AB-10036,Corporate,United States,California,44085,Central,FUR-TA-100489,Furniture,Furnishings,Furnishings Product 6,1918.11,8,0.0,-54.7
4068,US-2024-104067,2016-09-11,2016-09-16,Second Class,AB-10057,Home Office,United States,Washington,59301,West,FUR-TA-100961,Technology,Phones,Phones Product 43,10593.07,13,0.0,1973.12
4069,US-2024-104068,2016-09-12,2016-09-15,Second Class,AB-10081,Consumer,United States,California,72401,West,FUR-TA-100589,Furniture,Chairs,Chairs Product 44,388.31,10,0.2,26.42
4070,US-2024-104069,2016-09-12,2016-09-15,Standard Class,AB-10046,Consumer,United States,Pennsylvania,29340,West,FUR-TA-100651,Technology,Accessories,Accessories Product 4,9.51,6,0.2,1.97
4071,US-2024-104070,2016-09-12,2016-09-17,Standard Class,AB-10073,Consumer,United States,California,86277,Central,FUR-TA-100305,Furniture,Tables,Tables Product 11,88.42,11,0.4,3.46
4072,US-2024-104071,2016-09-12,2016-09-17,First Class,AB-10056,Corporate,United States,Pennsylvania,29049,South,FUR-TA-100446,Office Supplies,Labels,Labels Product 24,202.34,10,0.0,50.83
4073,US-2024-104072,2016-09-12,2016-09-15,Second Class,AB-10058,Home Office,United States,California,10111,West,FUR-TA-100284,Furniture,Tables,Tables Product 30,1829.67,11,0.5,644.95
4074,US-2024-104073,2016-09-12,2016-09-15,Second Class,AB-10075,Corporate,United States,Pennsylvania,10894,West,FUR-TA-100616,Furniture,Furnishings,Furnishings Product 9,8.63,10,0.2,1.2
4075,US-2024-104074,2016-09-12,2016-09-13,Second Class,AB-10054,Corporate,United States,New York,57524,Central,FUR-TA-100759,Technology,Phones,Phones Product 6,18.82,1,0.2,-2.34
4076,US-2024-104075,2016-09-13,2016-09-15,Same Day,AB-10067,Corporate,United States,New York,89538,West,FUR-TA-100181,Technology,Copiers,Copiers Product 13,20946.37,7,0.7,-1319.45
4077,US-2024-104076,2016-09-13,2016-09-18,Second Class,AB-10074,Consumer,United States,Texas,12810,West,FUR-TA-100304,Office Supplies,Fasteners,Fasteners Product 36,603.13,9,0.0,234.59
4078,US-2024-104077,2016-09-13,2016-09-18,Standard Class,AB-10077,Consumer,United States,Pennsylvania,30000,South,FUR-TA-100142,Office Supplies,Paper,Paper Product 8,65.04,12,0.0,13.44
4079,US-2024-104078,2016-09-13,2016-09-18,First Class,AB-10012,Home Office,United States,California,70920,West,FUR-TA-100161,Office Supplies,Fasteners,Fasteners Product 9,11.47,4,0.2,1.04
4080,US-2024-104079,2016-09-14,2016-09-21,Same Day,AB-10080,Consumer,United States,Pennsylvania,23111,East,FUR-TA-100113,Technology,Accessories,Accessories Product 32,1106.02,4,0.0,314.25
4081,US-2024-104080,2016-09-14,2016-09-19,Same Day,AB-10095,Home Office,United States,California,52581,Central,FUR-TA-100476,Office Supplies,Fasteners,Fasteners Product 31,56.65,5,0.2,4.23
4082,US-2024-104081,2016-09-14,2016-09-17,Second Class,AB-10019,Home Office,United States,Texas,62284,East,FUR-TA-100323,Office Supplies,Art,Art Product 42,709.97,8,0.2,180.67
